文档ID,簇编号,原文片段（分词行）
126,4,游戏 蜀山 剑侠 经典影片 蜀山 剑侠 同名 版权 游戏 震撼 抢滩 登陆 手机 方寸 平台 仙侠 狂潮 重现 影片 恩仇 战斗 引擎 RPG 战斗 简单 攻击...
127,5,娱乐 组图 海瑟薇 热舞 嘉宾 大腿 搞怪 娱乐 北京 美国 奥斯卡金像奖 颁奖典礼 洛杉矶 柯达 剧院 举行 奖项 揭晓 颁奖礼 现场 主持人 曼一改 硬汉 ...
128,1,财经 基金 明星 收益率 证券时报 杨磊 基金 业绩 榜单 出炉 基金 业绩 投资者 关注 焦点 成立 基金 世纪 成长 金鹰 红利 银华 领先 基金 收益率 ...
129,5,娱乐 李安 顾问 阳阳 力捧 新导 杰出 柏林 娱乐 李安 顾问 李岗 监制 郑有杰 执导 新片 阳阳 于柏林 全景 单元 首映 男女 主演 张榕 容均 现身 ...
130,5,娱乐 皮帕李 私人生活 首映 领衔 群星 娱乐 电影 皮帕 私人生活 The Private Lives of Pippa Lee 举行 首映 导演 丽贝卡 R...
131,4,游戏 OL 道具 优惠 让你玩 融合 回合制 MMORPG 元素 战争 策略 手机 网游 游戏 背景 玩家 带领 军队 成就 霸主 梦想 答谢 广大 玩家 厚爱...
132,2,体育 阿泰 道歉 媒体 冷漠 北京 湖人 野兽 罗恩 比赛 小牛 后卫 何塞 胡安 巴里 禁赛 一场 洛杉矶 时报 专栏作家 Mark Medina 面对 处罚...
133,4,游戏 手机 网游 灵兽 世界 祭奠 英雄 回归 万物 复苏 缅怀 逝者 祈福 人类 幸福 日子 灵兽 世界 贤者 全人类 祈福 仪式 祈福 仪式 多种 物品 贤...
134,0,科技 支持 光学 变焦 富士 J250 外观 上看 富士 机型 小巧 简洁 机身 黑色 机身 外壳 全金属 质感 显得 大气 沉稳 J250 英寸 液晶 显示屏...
135,4,游戏 明珠 三国 灯谜 喜庆 眼看 农历 正月十五 称为 灯节 农历 第一个 长假 第一个 重要 佳节 来临 掌上明珠 正统 三国 历史 题材 手机 网游 明珠...
136,0,科技 专业级 单反相机 宾得 K x 头套 售价 机身 尺寸 122.5 91.5 67.5 重量 g 轻便 黑色 机身 不锈钢 金属 构架 能够 带来 专业 ...
137,1,财经 荷银 品质 基金 募近 亿元 本报讯 邵泽慧 获悉 泰达 荷银 品质 生活 基金 结束 募集 首次 募集 金额 亿元 基金 发行 市场 抢眼 伴随 股市 ...
138,5,娱乐 中文 花絮 揭秘 McG 新片 终结者 娱乐 剧场版 终结者 Terminator Salvation 预告片 曝光 造型 设计师 马丁 Martin L...
139,3,体育 活塞 有望 转投 小牛 北京 底特律 自由 活塞队 防守 泰夏安 普林斯 一站 达拉斯小牛队 普林斯 新秀 主教练 执掌 小牛队 卡莱尔 卡莱尔 一名 强...
140,0,游戏 实用 英汉 大词典 登陆 天行 社区 热闹 天行 社区 新出 实用型 英文 词典 软件 传统 增加 库句 功能 词典 实用性 增强 本词典 具有 英汉 汉...
141,4,游戏 经验 封神 ol 新服 升级 截止 能比 封神 ol 轻松升级 手机 网游 经验 免费 挂机 经验 经验 双倍 翻番 入驻 封神 ol 升级 时机 经验 ...
142,1,财经 基指 1.88 基金 全线 上扬 全景网 日讯 基金指数 收高 双双 收复 关口 再创 反弹 新高 封闭式 基金 全线 上扬 宏观经济 数据 良好 预期 ...
143,1,财经 华商 旗下 大盘 王文清 统计数据 显示 上证综指 上涨 30.34 开放式 型基金 平均 净值 增长率 22.39 基金 业绩 超越 大盘 偏股 型基金...
144,4,游戏 乱世 资料片 解析 乱世 资料片 发布会 结束 乱世 诸多 劲爆点 浮出 水面 沉寂 冰封 大陆 迎来 转劫 重生 乱世 大陆 转生 系统 欢颜 笑语 浮...
145,5,娱乐 赵仁成 花店 出口 首演 同性恋 娱乐 赵仁成 朱镇模 主演 韩国 影片 花店 闭幕 美洲 电影 市场 AFM 上向 日本 德国 国家 出售 上映 版权 ...
146,4,游戏 手机 社区 棒棒 小声 说出 世间 想见 NO problem 小棒 信鸽 小棒 收到 玫瑰花 雪片 飞来 看来 大家 很多 知心 姐姐 大家 传情 达意...
147,2,体育 坚信 湖人 晋级 北京 季后赛 第三场 湖人 客场 挑战 小牛 不敌 对手 总比分 落后 出席 发布会 谈到 本场 比赛 感想 不错 不错 赢球 比赛 一...
148,5,娱乐 杰昆 不演 电影 音乐 出席 主演 新片 两个 情人 Two Lovers 首映式 杰昆 Joaquin Phoenix 镜头 伸出 拳头 Good By...
149,0,科技 妩媚 影像 生活 松下 GF1 抵达 西安 市场 新品 松下 GF1 数码相机 抵达 西安 市场 机器 首款 Micro 系统 伴随 两只 新款 镜头 L...
150,0,科技 搭配 镜头 佳能 D 山东 IT 佳能 EOS D 搭配 镜头 套机 商家 济南 彩虹 创造 报价 两年 佳能 EOS D 中端 数码 单反相机 像素 成...
151,4,游戏 手机 社区 棒棒 GM 明星 猜猜猜 同学 明星 极大 丰富 业余生活 感到 开心 小棒 出题 每题 汉语拼音 拼出 经典 角色 名称 绰号 说出 饰演者...
152,5,娱乐 李安 伍德斯 口碑 好坏 参半 影评 大杂烩 娱乐 李安 新片 世纪 伍德斯 音乐节 背景 Taking Woodstock 美国 举行 秘密 试映 口碑...
153,5,娱乐 通缉令 上映 朱莉 产后 身材 傲人 新民 娱乐 俄罗斯 导演 贝克曼 贝托夫 闯荡 好莱坞 通缉令 十一 长假 上映 新民 院线 了解 长假 结束 低调...
154,5,娱乐 李安 新作 预告片 曝光 创新 男主角 出镜 推介 娱乐 北京 媒体报道 李安 导演 新作 制造 伍德斯 主演 马丁 曝光 片花 欧美 电影片 不同 马丁...
155,4,游戏 女儿国 OL 魔族 另类 恐怖 技能 很多 女儿国 魔族 职业 没用 技能 凤凰 林小怪 魔族 伤害 技能 比例 扣血 BOSS 伤害 恐怖 魔族 两个 ...
156,2,体育 落差 打碎 禅师 如意算盘 豪赌 首功 一场 史诗 战役 悬崖 湖人 露出 獠牙 贯穿 全场 三角 进攻 低位 安德鲁 单打 小牛 贯穿 全场 德科 单打...
157,1,财经 友邦 华泰 稳本 增利 第八次 派发 红利 弘文 友邦 华泰 发布公告 旗下 友邦 华泰 金字塔 稳本 增利 债券 基金 第八次 分红 友邦 增利 A B...
158,5,娱乐 录音师 工会 揭晓 贫民 富翁 击败 蝙蝠侠 娱乐 北京 美国 录音师 工会 The Cinema Audio Society Awards 简称 CAS...
159,4,游戏 手机 网游 宝贝 II 宝从天 惊喜 饰品 重要性 不用 饰品 明显提高 角色 属性 格子 装备 日子 过够 满足 玩家 需求 提高 玩家 个人 实力 官...
160,5,娱乐 盘点 娱圈 桂冠 家伙 组合 娱乐 票房 成绩 理想 韩国 电影 热门 韩国 歌曲 韩国 艺人 一个个 冠军 头衔 回顾 一下 韩国 娱乐圈 电影 三个 ...
161,4,游戏 灵兽 世界 装备 低价 体验 灵兽 武装 装备 玩家 遇怪 遇敌 好友 切磋 轻松 作战 神气 百倍 世博 五一 广大 玩家 体验 灵兽 装备 举行 装备...
162,0,科技 全幅 单反相机 佳能 D 套装 售价 佳能 EOS D 有效 像素 实现 了低 噪点 精细 图像 搭载 CMOS 图像 感应器 佳能 生产 产品 提高 像...
163,0,科技 mm 防抖 镜头 佳能 D 套机 降百元 中关村 数码相机 行情 佳能 EOS D 像素 成像 能力 DIGIC 图像 处理器 中端 单反相机 出色 画质...
164,5,娱乐 哈利 波特 替身 片场 坠地 重伤 瘫痪 娱乐 哈利 波特 死神 圣物 英国 准备 拍摄 工作 一名 二十多岁 担任 丹尼尔 德雷克 替身 特技 彩排 一...
165,0,科技 疯促 入门 索尼 A500 套机 K 山东 IT 索尼 A500 商家 济南 天虹 万美 头套 特价 索尼 A500 索尼 发布 单反相机 具有 有效 像...
166,5,娱乐 变形金刚 公映 娱乐 北京 媒体报道 电影 公司 梦工厂 美国 宣布 变形金刚 Transformers 北美 公映 片方 定下 理想 档期 好莱坞 商业...
167,3,体育 热火 vs 绿军 隆多 带伤 上阵 热火 微调 乔尔 Z 北京 主场 TD 花园 迎来 热火 第四场 本场 比赛 绿衫 主力 控卫 隆多 带伤 登场 热火...
168,5,娱乐 组图 考死 试映 南奎丽 短裙 低胸 防走光 视频 考死 试映 南奎丽 短裙 低胸 防走光 娱乐 韩国 影片 考死 媒体 首映式 榕山 CGV 影院 举行...
169,5,娱乐 沃尔塔 吕克 贝松 携手 巴黎 新片 娱乐 美国 巨星 沃尔塔 拍摄 狂热 变脸 发胶 一系列 跨越 好莱坞 四十年 影史 佳作 法国 from pari...
170,0,科技 成像 差异 明显 E P2 对比 松下 GF1 E P2 松下 GF1 两款 发布 两款 新机 配置 看看 E P2 外观 E P1 机顶 热靴 位置 E...
171,0,科技 画幅 单反相机 尼康 D3S 套机 售价 外观 尼康 D3S D300S 变化 Live View 系统 改进 P 规格 高清 视频 拍摄 模式 尼康 走...
172,1,财经 牛熊 转换 中国 私募 基金 贺辉红 万晶牛 资本 市场 新生力量 中国 私募 基金 神坛 沦落 遭人 唾弃 生存 状态 坚守 价值 投资 是否 开见 秉...
173,4,游戏 荣耀 OL 问世 不该 存在 世界 时空 空间 争斗 强大 力量 扭曲 空间 宇宙 秩序 两个 关联 平行 世界 大陆 和鲁恩 大陆 融合 一起 来自 两...
174,0,科技 星座 产品 星座 般配 推荐 作者 蔡爽 星座 分析 血型 分析 喜欢 内容 星座 分类 了解 相应 脾气 秉性 归纳 总结 人群 特质 有趣 产品 星座...
175,0,科技 mm 镜头 尼康 D3000 套机 尼康 D3000 有效 像素 DX 画幅 CCD 感应器 具备 EXPEED 影像 处理 系统 多种 尼克尔 镜头 硬...
176,1,财经 金牛 基金 语录 江沂 策略 选择 华夏 大盘 王亚伟 经历 全球化 过程 过程 伴随 国际贸易 投资 活动 减少 保护主义 抬头 中国 过分 依赖 出口...
177,3,体育 公牛 脚伤 硬撑 一点 北京 芝加哥 先驱报 芝加哥 公牛 季后赛 卡洛斯 布泽尔 球队 诟病 软肋 低迷 失望 对阵 亚特兰大 老鹰 系列赛 布泽尔 发...
178,2,体育 意外 横扫 湖人 居首 惨败 小牛 已有 模板 北京 三连冠 洛杉矶 湖人 首轮 淘汰 黄蜂 碰上 劲旅 小牛 ESPN 专家 湖人 搞定 小牛 进军 总...
179,1,财经 华商 基金 龙抬头 解密 收益 操作 逻辑 理财 周报 代星 两个 基金 经理 详解 华商 盛世 成长 领先 企业 收益 操作 逻辑 市场 判断 上证综指...
180,1,财经 基金 监管 酝酿 世纪 经济 申剑丽 关系 重大 基金 监管 酝酿 人民大学 举办 中国 养老金 峰会 人力资源 社会保障部 社会保险 基金 监管司 司长...
181,5,娱乐 温婉 孟小冬 章子怡 骑士 中变 娱乐 梅兰芳 扮演 温婉 孟小冬 章子怡 骑士 女一号 一角 转型 章子怡 丹尼斯 主演 恐怖片 骑士 公布 第一批 剧...
182,1,财经 股票 基金 遭遇 赎回 披露 基金 季报 数据 显示 市场 回暖 明显 促进 股票 基金 赎回 多数 股票 基金 赎回 Wind 数据 显示 截至 共有 ...
183,0,科技 专业级 单反相机 尼康 D90 头套 售价 点评 尼康 D90 尼康 DX 格式 CMOS 感光 元件 有效 像素 ISO 噪点 控制 白平衡 优于 D7...
184,5,娱乐 青蜂 生变 周星驰 娱乐 放弃 执导 青蜂 The Green Hornet 传来 不太好 周星驰 美联社 采访 导演 是否 扮演 加藤 Kato 档期 ...
185,3,体育 骑士 老板 声讨 詹姆斯 皇帝 北京 看着 詹姆斯 新东家 季后赛 球员 钓鱼 骑士 老板 吉尔伯 坐不住 微博 媒体 发声 热火 第五 吉尔伯 托在微 ...
186,1,财经 十只 封基 折价率 超过 本报讯 分红 期待 加大 封闭式 基金 拉锯战 封基 市场 展现出 震荡 行情 封基 折价率 连续 下降 截至 上周五 十只 封...
187,4,游戏 iPhone 网游 契约 OL 全球 遭遇 尴尬 中国 公司 WiSTONE 推出 iPhone 平台 首个 MMO 网游 契约 OL 上线 两个 多月 ...
188,5,娱乐 电影节 巨星 云集 克鲁尼 出席 娱乐 电影节 举行 众多 明星 踏上 红地毯 包括 乔治 克鲁尼 George Clooney 布拉德 Brad Pit...
189,0,科技 热门 家用 摄像机 佳能 FS200 作者 芦晓峰 上海 行情 佳能 FS200 一块 像素 英寸 CCD 影像 感应器 光学 变焦镜头 热门 家用 摄像...
190,1,财经 天弘 价值 基金 增聘 基金 经理 吕宜振 上任 全景网 日讯 天弘 基金 公告 公司 决定 增聘 吕宜振 担任 天弘 价值 成长 股票 证券 投资 基金...
191,2,体育 基德 一次次 小牛 天将 扣翻 内线 北京 半决赛 继续 洛杉矶 湖人 坐镇 主场 再战 小牛 系列赛 首战 冷门 湖人 领先 时刻 小牛 翻盘 上场 绝...
192,5,娱乐 加勒比海 导演 翻拍 游戏 生化 奇兵 娱乐 执导 奇幻 大作 加勒比海 Pirates of the Caribbean 导演 戈尔 Gore Verb...
193,5,娱乐 卢克 福德 巨星 合作 杨紫琼 靓女 娱乐 影迷 电影 木乃伊 上映 连带 新星 卢克 福德 Luke Ford 气急 接受 访问 做梦 李连杰 布兰登 ...
194,0,科技 像素 中端 佳能 D 套机 价格 中关村 数码相机 行情 佳能 EOS D 像素 成像 能力 DIGIC 图像 处理器 中端 单反相机 出色 画质 良好 ...
195,4,游戏 虎啸 龙吟 手机 网游 侠义 新服 巨献 中国 武侠 网游 侠义 OL 开启 举办 活动 丰富 游戏 内容 农历 侠义 官方 带给 大家 惊喜 官方 开启...
196,1,财经 基金 嗜酒 劲头 程俊琳 山西汾酒 年报 出炉 基金 酿酒 板块 青睐 展现 投资者 公布 多家 酿酒 公司 年报 显示 基金 热情 山西汾酒 新鲜出炉 ...
197,4,游戏 手机 网游 神域 OL 封测 火爆 盛况 广大 玩家 期盼 手机 网络游戏 巨作 神域 大家 见面 开启 两组 服务器 通世神 天庭 之刃 玩家 涌入 一...
198,4,游戏 网游 霸王 II PK 新区 推出 享受 PK 快感 体验 霸王 II 华丽 技能 群体 施展 场景 驰骋 撕杀 叫喊 战国 沙场 观赏 古香古色 人流 ...
199,3,体育 深锐 观察 季后赛 小球 小个子 时代 身高 浮云 小球 季后赛 大幕 拉开 舞台 中央 一群 小巧 精干 后卫 大个子 抢到 季后赛 主导权 体育 画报...
200,4,游戏 女儿国 OL 掩饰 不住 光芒 星辰 闪耀 总夺 宝石 光辉 身披 黄金 战甲 珠宝 衬托 女儿国 OL 宝石 系统 戎装 画龙点睛 练级 轻松 PK 宝...
201,1,财经 业绩 公募 基金 周宏 基金 管理 公司 管理 企业 计划 发展 业绩 谜团 汤森 路透 理柏 发布 中国 企业 回顾 报告 披露 汤森 路透 报告 股市...
202,0,科技 单反相机 尼康 D5000 单机 尼康 D5000 具有 有效 像素 CMOS 感应器 配备 尼康 EXPEED 数码影像 处理 概念 能够 拍摄 具有 ...
203,4,游戏 诛神 online 攻略 诛神 online 玩家 提供 鸣谢 内容 诛神 online 官方 确认 真实性 准确性 诛神 力士 成长 不算 比起 玩家 ...
204,5,娱乐 奥斯卡 首次 获准 转播 播放 电影 广告 娱乐 美国电影艺术与科学学院 AMPAS 董事会 投票决定 放松 一项 实行 电影 广告 禁令 奥斯卡 颁奖典...
205,5,娱乐 人民 选择 奖提名 揭晓 蝙蝠 钢铁 双侠 登榜 娱乐 年度 美国 人民 选择 奖于 揭晓 提名 名单 电影 钢铁 蝙蝠侠 夺得 受欢迎 电影 受欢迎 动...
206,4,游戏 棒棒 踏上 星光 大道 super man super star 了长 几个 深度 休整 棒棒 重新 扬帆 起航 调整 角度 棒棒 superstar 活...
207,3,体育 八一 失利 数学公式 后卫 张庆鹏 一场 铁军 CBA 联赛 领头羊 新疆 主场 球迷 期待 着能 看到 爆冷 一幕 第二节 比赛 新疆 外援 上场 进攻...
208,5,娱乐 韩国 档期 电影 数量 制作 费大 揭秘 附图 娱乐 韩国 稍短 档期 上映 韩国 电影 内容 规模 上映 韩国 本土 电影 不错 作品 上映 神机 首映...
209,3,体育 半场 皇帝 争议 判罚 满场 裁判 鸣冤 詹姆斯 篮球 世界 MVP 兄弟 一起 拿下 总冠军 感觉 贡献 马里奥 查尔 双方 第三场 比赛 关键时刻 三...
210,1,财经 晋升 庄家 万元 本钱 千万元 巨资 大户 处身 股海 洗不掉 散户 标签 只得 庄家 牙秽 想要 庄家 分子 摆在 道路 两条 投资 公募 基金 投资 ...
211,3,体育 8.3 三分 命中率 罗斯 戏耍 鹰王 猛醒 NBA 季后赛 东区 半决赛 第五场 亚特兰大 老鹰 客场 不敌 芝加哥 公牛 输掉 上以 处于 劣势 老鹰...
212,5,娱乐 权相宇 新片 定妆 人父 校服 附图 娱乐 韩星 权相宇 李宝英 新片 悲伤 悲伤 故事 校服 定妆 首次 曝光 悲伤 悲伤 故事 韩国 著名诗人 元泰妍...
213,5,娱乐 英国 奥斯卡 复制 金球 贫民 富翁 扬威 组图 娱乐 北京 伦敦 民间 素有 英国 奥斯卡 英国 电影 学院奖 British Academy of F...
214,1,财经 景顺 长城 基金 总经理 辞职 毫无 征兆 任期 两三个 景顺 长城 基金 公司 担任 总经理 长达 梁华栋 辞职 景顺 长城 发布公告 公司 董事会 梁...
215,0,科技 超广角 光圈 松下 旗舰 LX3 中关村 数码相机 行情 松下 数码相机 LX3GK 一枚 1.63 英寸 CCD 感光 元件 配合 最大 光圈 F2 ....
216,1,财经 基金 加盟 分红 大军 卫国 公司 旗下 三只 基金 发布 分红 公告 富国 基金 宣布 分红 基金 两只 基金 汉盛 派现 高达 3.33 华安 基金 ...
217,3,体育 助教 火箭 帅位 热门 阿联 恩师 继承 小范 衣钵 北京 ESPN 专家 马克 斯坦 透露 火箭队 美国 小牛队 允许 球队 助教 德韦恩 会面 小时 ...
218,5,娱乐 对话 喜马拉雅 导演 全秀 制片人 陈伟明 娱乐 打声 招呼 全秀 简称 大家 导演 全秀 见到 陈伟明 简称 陈伟明 中博 传媒 董事长 喜马拉雅 片子...
219,0,科技 复古 专业 DC 理光 GX200 西安 热卖 理光 GX200 镜头 等效 焦距 mm 光学 变焦镜头 最大 光圈 F2 .5 F4 .4 像素 安装 ...
220,3,体育 韦德 坦言 不忍 受伤 一幕 闪电侠 TM 顽强 北京 波士顿 德维恩 韦德 球迷 罪人 很多 比赛 球迷 打球 很脏 詹姆斯 韦德 落座 一位 波士顿 ...
221,1,财经 华夏 债券 第十八次 分红 份派 0.2 全景网 日讯 华夏 基金 公告 公司 旗下 华夏 债券 投资 基金 第十八次 分红 份派 金红利 0.20 分红...
222,0,科技 廉价 RM 直播 GB 纽曼 M927 作者 毛晓曼 纽曼 M927 支持 拍照 听歌 电影 低廉 价格 足以 吸引 部分 消费者 市场 售价 GB GB...
223,0,科技 全高清 G 容量 DV 索尼 XR100E 送礼 中关村 数码相机 行情 索尼 XR100E 硬盘 高清 摄像机 搭载 Exmor CMOS 影像 传感器...
224,5,娱乐 美联社 柏林 电影节 跨国 银行 开幕 娱乐 北京 美联社 第五十九 柏林 电影节 开幕 开幕 电影 选择 德国 导演 汤姆 Tom Tykwer 执导 ...
225,1,财经 基金 公司 管理费 收入 创新 弘文 基金 公司 旗下 基金 年报 数据 披露 完毕 天相 相关 统计数据 显示 全球 金融风暴 基金 公司 管理费 收入...
226,0,科技 光学 变焦镜头 富士 S205EXR 作者 田源 大家 关心 传感器 富士 S205EXR 继续 英寸 尺寸 感光 元件 F205EXR 相似 1.6 英...
227,0,科技 mm 超薄 全功能 艾利和 E200 艾利和 E200 iriver 季度 新作 产品 延续 iriver 旗舰 SPINN 首款 支持 Rm 播放器 P...
228,3,体育 绿衫 vs 热火 老三 巨头 对抗 小奥 单挑 Z 北京 热火 迎来 回合 巅峰 对决 本场 比赛 双方 主帅 名单 做出 更改 主帅 媒体 本场 比赛 ...
229,0,科技 性价比 富士 Z200fd 街机 富士 Z200fd 上市 很久 时尚 卡片 机器 上市 价格 下跌 激烈 残酷 价格战 机器 性价比 路线 为主 地位 ...
230,0,科技 光学 变焦 三星 WB1000 机型 秉承 三星 蓝调 复古 外观 仪表盘 看起来 全金属 机身 配以 光滑 黑色 涂层 看起来 十分 大气 机身 手柄 ...
231,4,游戏 手机 网游 赤壁 OL 骑乘 成就 霸业 一匹 名曰 赤兔 传奇 两个 马背上 英雄 一生 纵横 南北 长江 留下 千古 流传 赤兔 赤壁 OL 坐骑 健...
232,4,游戏 手机 网游 英雄 OL 话费 手机 活动 说明 大家 奇幻 武侠 手机 网游 英雄 压力 测试 开服 答谢 广大 玩家 支持 厚爱 英雄 官方 举办 话费...
233,5,娱乐 吕克 贝松 沃尔塔 新片 薪酬 推迟 拍摄 娱乐 吕克 贝松 欧罗巴 制片 公司 宣布 好莱坞 影星 沃尔塔 合作 新片 爱自 巴黎 with love ...
234,0,科技 套机 带票 中关村 商城 促销 D 观点 佳能 一代 D 具备 强悍 性能 配置 功能 直逼 中端 产品 上市 备受 消费者 青睐 市场 关注度 最高 类...
235,4,游戏 三国 无双 赵云传 倾情 上线 金兰 前生 有缘 忠勇 汉室 情义 桃园 重围 英风 锐气 胆寒 袭征 献血 常志 心丹 子龙 子龙 无双 威名 游戏 取...
236,1,财经 华宝 兴业 增强 收益 开放 申购 赎回 全景网 日讯 华宝 兴业 基金 公告 旗下 华宝 兴业 增强 收益 债券 基金 办理 申购 赎回 业务 代销 网...
237,5,娱乐 萨拉热窝 电影节 柏林 宣布 举办 樟柯 娱乐 柏林 电影节 开幕 第四天 萨拉热窝 电影节 国际 银幕 于柏林 宣布 举行 萨拉热窝 电影节 举办 樟柯...
238,5,娱乐 好莱坞 续集 三十 本报讯 李婷 好莱坞 续集 前传 搜罗 一下 好莱坞 处于 不同 制作 阶段 前传 续集 影片 余部 架势 世界 经济 金融危机 推迟...
239,0,科技 有效 像素 DC 佳能 IXUS200IS 陕西 行情 佳能 IXUS200IS 佳能 首款 搭载 mm 超广角 IS 光学 防抖 变焦镜头 数码相机 搭...
240,4,游戏 手机 网游 神契 OL 宝石 集合 揭密 创娱 推出 九州 online 巨作 神契 online 手机 网游 第一个 推出 变形 职业 系统 独创 天赋...
241,0,科技 搭配 mm 原厂 镜头 佳能 D 套装 促销 中关村 数码影像 行情 佳能 EOS D 像素 成像 能力 张连 性能 具备 高清 摄像 功能 单反相机 登...
242,0,科技 高清 闪存 摄像机 佳能 HF200 套装 作者 芦晓峰 江苏 行情 高清 闪存 摄像机 佳能 HF200 小巧 机身 电池 重量 出色 经销商 南京 摄...
243,4,游戏 天行 五子棋 高手 过招 过招 乾坤 胜负 高手 想得到 称号 道具 天行 乐园 挑战 棋神 棋圣 棋王 足够 自信 天行 乐园 擂台 攻擂 正月十五 花...
244,1,财经 基金 整体 赎回 本报讯 邵泽慧 基金 公司 基金 季报 披露 完毕 相投 统计数据 显示 全部 基金 QDII 收益 2961.83 亿元 QDII 基...
245,2,体育 担得 小牛 砥柱 站直 别趴下 小牛 顶得住 湖人队 禁区 进攻 钱德勒 发挥 关键 比赛 钱德勒 全场 比赛 拿下 篮板 数据 对位 篮板 数据 很多 ...
246,1,财经 基金 隐形 重仓股 揭秘 周宏 控盘 股票 基金 年报 显示 基金业 合计 持有 股票 基金 合计 持有 超过 上市公司 流通盘 股票 股票 流通盘 基金...
247,4,游戏 小奥 游戏城 爱心 靓号 义卖 活动 西南 省区 遭受 历史 罕见 特大 干旱 人民 生活 粮食 生产 产生 严重威胁 青海省 玉树县 7.1 地震 人民...
248,0,科技 高像素 防抖 索尼 A500 套机 降价 G 作者 中关村 陈亮 中关村 数码影像 行情 索尼 A500 配备 有效 像素 Exmor CMOS 影像 传...
249,5,娱乐 贫民 富翁 全身 主演 印度 裙子 卖得 奥斯卡 大赢家 贫民窟 百万富翁 简称 贫民 富翁 登录 影院 票房 富翁 魅力 了解 贫民 富翁 全国 票房 ...
