文档ID,簇编号,原文片段（分词行）
375,5,体育 大虫 大寿 缅怀 风流 夜总会 退役 活塞 球衣 北京 纽约 邮报 大虫 丹尼斯 罗德曼 迎来 五十 大寿 中国 五十 人生 睿智 成熟 半百 罗德曼 据...
376,5,娱乐 1.5 观众 观看 怪兽 大战 外星人 预告片 娱乐 美国梦工厂 动画电影 怪兽 大战 外星人 Monsters vs Aliens D 宣传 一亿五千万...
377,2,体育 禅师 表态 不满 湖人 内线 放弃 比赛 北京 洛杉矶 湖人 斯台普 中心 主场 迎战 小牛 湖人 不敌 对手 谈到 拿下 两双 拉玛尔 控制 比赛 控制...
378,5,娱乐 东南 影评人 协会 揭晓 高调 君临 娱乐 北京 风向标 中因 历史 堪称 老铺 东南 影评人 协会 Southeastern Film Critics ...
379,4,游戏 九州 风云 再起 全民 鞭炮 齐鸣 热闹 气氛 开心 恢复 工作 学习 朋友 综合症 懒散 心情 恢复 忙碌 九州 online 资料片 风云 再起 世界...
380,1,财经 基金 公司 高管 变动 再起 宏远 去职 基金 王艳伟 一位 基金 元老 离开 行业 基金 发布 高管 离职 公告 副总经理 宏远 个人 原因 公司 董事...
381,4,游戏 启示录 初章 图文 攻略 结界 迷宫 小道 楼梯 回到 安诺瑞 山顶 回到 下楼梯 来到 水晶 山洞 山洞 宝箱 铜币 返回 山洞 中央 掉下来 楼梯 方...
382,4,游戏 获取 封神 ol 全额 工资 游戏 赚钱 获取 最大化 利益 玩家 必修课 手机 网游 封神 ol 推出 一项 工资 政策 标志 玩家 薪水 玩游戏 投入...
383,2,体育 横扫 想到 历史 大字 映衬 洛杉矶 湖人 傲慢 惨败 主场 连输 两场 落后 不能 出来 面临 NBA 历史 翻盘 成功 紫金 作何 感想 相信 季后赛...
384,3,体育 专家 热火 过关 鲨鱼 绿衫 军想 晋级 老三 巨头 北京 ESPN 霍林格 撰文 热火 波士顿 作出 分析 预测 两队 夺冠 失利 隐藏 集体 爆发 热...
385,4,游戏 小奥 游戏城 特色 鲜明 竞技性 游戏城 锄大地 拖拉机 拱猪 金花 大牌 游戏 一体 五子棋 围棋 象棋 棋类 游戏 好玩 国标 麻将 广东 香港 麻将...
386,4,游戏 手机 网游 文明 II 公会 成长 教程 公会 系统 开放 公会 是否 一级 徘徊 极少数 公会 成员 公会 任务 公会 贡献 调动 全体 公会 成员 积...
387,1,财经 基金 重点 公司 A股 市场 回暖 基金 发行 截至 基金 发行 伴随 股票 型基金 投资收益 回涨 投资者 股票 型基金 提升 面对 诸多 基金 品种 ...
388,4,游戏 第四届 手机 网游 挑战赛 豪情 登场 手机 网游 挑战赛 手机 网游 挑战赛 开幕 畅谈 手机 网游 机会 手机 网游 VIP 帐号 新网游 内测 帐号...
389,0,科技 有效 像素 尼康 D90 套机 作者 宋心杰 尼康 D90 DX 格式 CMOS 感光 元件 有效 像素 最大 拍摄 分辨率 图片 D90 一块 3.0 ...
390,5,娱乐 韩星 李准 剧照 酷似 梅兰芳 引热议 中新网 Edaily SPN 韩星 李准基 影片 男人 造型 中国 传奇 京剧 演员 梅兰芳 十分 相像 热门话题...
391,3,体育 现场 皇帝 放弃 镁粉 末段 暴走 北京 热火 坐镇 主场 迎战 总比分 热火 领先 双方 第一场 比赛 火气 吃到 技术犯规 比赛 恶意 犯规 第二场 ...
392,1,财经 荷银 合丰 基金 增聘 吴俊峰 担任 基金 经理 全景网 日讯 泰达 荷银 基金 公布 聘任 吴俊峰 先生 担任 泰达 荷银 价值 优化 行业 基金 合丰...
393,4,游戏 手机 网游 诛神 OL 情人节 活动 公告 亲爱 玩家 诛神 online 厚爱 支持 丰富 活动 大家 开放 情人节 活动 开放 大家 服务器 添加 开...
394,1,财经 券商 债券 产品 同类 基金 证券时报 吴清桦 本报讯 券商 债券 集合 理财产品 平均 收益 转正 大部分 产品 取得 收益 券商 债券 产品 领先 同...
395,3,体育 神奇 老鹰 球队 周超 老鹰 球队 理应 候选者 常规赛 起起伏伏 饱受 非议 直到 季后赛 冷血 杀手 爆发 战场 贡献 战场 20.5 第四节 作用 ...
396,1,财经 富国 海富通 两家 基金 公司 共赚 4.8 亿元 王斌 A股 市场 下挫 基金 份额 缩水 效应 基金 公司 不错 收益 海通 证券 600837. S...
397,4,游戏 手机 社区 棒棒 会员 登录 感谢 友友 棒棒 支持 厚爱 官官 准备 活动 回馈 大家 活动 动手 活动 奖品 回家 登录 会员 帐号 第一次 登录 游...
398,1,财经 建信 优势 动力 基金 折价 首批 创新型 封闭式 基金 建信 优势 动力 股票 型基金 众多 投资者 关注 信息 显示 截至 建信 优势 动力 成立 一...
399,3,体育 首钢 女篮 澄清 事件 球员 不吃 午饭 挨罚 闹情绪 晨报讯 亢雪松 媒体 登出 北京 女篮 三线 队伍 采访 首钢 俱乐部 副总经理 袁超 女篮 主教...
400,4,游戏 手机游戏 蜀山 剑侠 抢先 体验 华益堂 新作 蜀山 剑侠 荣登 手游 世界 全面 解析 蜀山 剑侠 精彩 看点 天地间 徜徉 回首 千年 恩怨 经典 内...
401,1,财经 两市 基指 缩量 微跌 交易 型基金 别冶 发自 北京 市场 下跌 影响 基指 小幅 下挫 基指 0.44 收于 3171.79 基指 0.43 收于 3...
402,0,科技 光学 变焦镜头 佳能 IXUS95 点评 佳能 IXUS IS 智慧 AUTO 模式 智慧 自动 拍摄 模式 升级 DIGIC 影像 处理器 强大 支持 ...
403,5,娱乐 时尚 女魔头 原型 揭秘 爆发 核弹 嚣张 公司 咖啡 午餐 准备 下属 命令 助理 小时 开机 候命 台风 天气 机场 航班 停飞 要求 助理 飞机 纽...
404,0,科技 艾诺 推出 新款 高清 产品 V6000HDK 据悉 艾诺 推出 新款 高清 产品 V6000HDK 大黄蜂 Bumblebee 身材 具备 高清 性能 ...
405,3,体育 梦幻 脚步 连珠 封盖 老鹰 X 战警 勇敢 芝加哥 公牛 亚特兰大 老鹰 系列赛 卡洛斯 布泽尔 史密斯 主场 球迷 狂嘘 面对 嘘声 反应 一肚子 委...
406,3,体育 喜剧 明星 骑士 老板 白痴 警告 皇帝 离开 北京 洛克 好莱坞 喜剧 明星 死忠 斯台普 中心 斯科特 拉伯 一位 作家 詹姆斯 离开 骑士 加盟 热...
407,1,财经 基金 仓位 保持 高水平 股市 震荡 流动性 充裕 市场 显著 特征 新能源 有色金属 煤炭 板块 走强 基金 仓位 变化 基金 操作 呈现 方向 高位 ...
408,1,财经 基金 增持 周期性 行业 新华社 上海 专电 基金业 拉开 基金 季报 披露 大幕 基金 公司 旗下 基金 公布 季报 统计数据 显示 基金 大量 增持 ...
409,0,科技 热门 中端 尼康 D90 防抖 套机 带票 价格 中关村 数码相机 行情 尼康 数码 单反相机 D90 像素 成像 能力 具备 高清 动态 视频 摄像 功...
410,4,游戏 航海 精彩 篇章 上演 地中海 金色 海面 漂浮 尸体 残酷 海战 结束 第一次 罗马教皇 联合 西班牙 军队 战胜 强大 奥斯曼 土耳其 国家 胜利 多...
411,4,游戏 天行 乐园 选拔赛 开启 勇气 勇敢 舞台 了不起 证明 天行 海选 拉开帷幕 一周 已有 很多 个性 特异 girls 参加 活动 海选 活动 女孩 自...
412,5,娱乐 杨采妮 泰国 局势 紧张 取消 广告 娱乐 香港 杨采妮 性感 现身 进军 好莱坞 电影 曼谷 杀手 首映礼 老友 现身 撑场 杨采妮 坦言 男主角 工作...
413,4,游戏 棒棒 家族 回忆录 几米 生命 离开 看见 看不见 记住 遗忘 生命 失落 看不见 看见 遗忘 记住 棒棒 记录 生命 离开 标题 作者 奢华 新人 很少...
414,2,体育 惨败 禅师 告别 温馨 一幕 比赛 结束 笛声 响起 大屏幕 显得 刺眼 主教练 杰克逊 抬头 走向 对手 阵营 对方 拥抱 祝贺 小牛队 成功 晋级 微...
415,1,财经 基金 通乾 年度 收益分配 份派 全景网 日讯 融通 基金 公告 旗下 基金 通乾 收益分配 收益分配 基准 基金 年度 实现 收益 基金 份额 分配 共...
416,5,娱乐 BBC 西游记 雷人 悟空 沙僧 太丑 视频 英国 BBC 打造 动画版 宣传片 东游记 青青 红楼梦 雷人 不倦 英国广播公司 BBC 推出 名著 西游...
417,0,科技 光学 变焦镜头 柯达 M420 外观 通体 银色 金属 质感 强烈 搭配 3.0 英寸 大屏幕 显示 效果 不错 显得 大方 性能 一枚 2.3 英寸 C...
418,4,游戏 文明 活动 获奖 名单 公布 文明 活动 名单 新鲜出炉 感谢 玩家 参与 希望 文明 大家 生活 增添 乐趣 官方 统计 玩家 活动 大赢家 名单 凄婉...
419,1,财经 基金 回到 牛市 水平 收益率 2557.46 再创 反弹 新高 敏感 时刻 震荡 抉择 推出 拨开 迷雾 基金 专题 文章 多个 角度 分析 机构 动向...
420,4,游戏 武林 OL 演绎 大侠 人生 武林 OL 上线 华丽 游戏 画面 多种 绚丽 套装 火爆 震撼 技能 效果 爽快 战斗 轻松 上手 操作 系统 让玩家 全...
421,3,体育 反击 绿军 开场 吹响 号角 皮尔斯 爆发 单节 进账 北京 热火 客场 挑战 双方 总比分 热火 领先 本场 比赛 绿军 生死战 输球 将命 一线 球队...
422,3,体育 湖人 中锋 开炮 参加 训练 北京 湖人队 球员 重返 训练 基地 球员 私人物品 禅师 杰克逊 面对 采访 小牛队 后卫 何塞 巴里 犯规 悔意 费舍尔...
423,5,娱乐 IMDB 免费 服务 中国 用户 无法 娱乐 全球 最大 互联网 电影 数据库 IMDB 用户 提供 观看 电影 电视剧 视频 服务 服务 免费 IMDB...
424,0,科技 时尚 超薄 松下 ZR1 套装 松下 ZR1 外观设计 简洁 适合 不同 人士 选择 机身 轻薄 外观 延续 松下 风格 三围 97.8 x 54.6 x...
425,1,财经 基金 无惧 分流 埋伏 早报 肖莉 市场 预期 创业板 听到 包括 基金 机构 担心 资金 分流 风险 投资 包括 券商 大批 创业板 股票 基金 经理 ...
426,4,游戏 再战 契约 上限 开放 契约 内测 几个 奋战 相信 玩家 游戏 封顶 很多 玩家 开放 大家 冲刷 挑战 任务 契约 OL 例行 维护 全面 开放 上限...
427,0,科技 原装 配件 索尼 高清 卡片机 T900 套装 促销 中关村 数码相机 行情 索尼 T900 继承 T 传统 外形 优势 一部 高像素 传感器 HDTV ...
428,2,体育 湖人 申诉 争议 判罚 禅师 亲送 录像 裁判 北京 湖人 比赛 受到 公正 对待 杰克逊 十有八九 媒体 放炮 爱好 告诫 首场 比赛 输给 小牛 杰克...
429,1,财经 首单 QDII 专户 合同 落定 新快报 吴谭 交银 施罗德 基金 公司 宣布 公司 知名企业 签署 首单 QDII 专户 合同 首单 QDII 专户 合...
430,3,体育 湖人 智囊 第六 取胜 之匙 进攻 要点 北京 洛杉矶 湖人队 两个 选择 客场 赢下 第六场 结束 系列赛 回到 洛杉矶 准备 第七场 决战 第六场 黄...
431,5,娱乐 蝙蝠侠 内地 上映 天破 天破 上映 蝙蝠侠 骑士 破纪录 势头 不住 票房 口碑 批量 书写 影史 传奇 惊讶 影迷 追问 内地 得见 蝙蝠侠 尊容 中...
432,3,体育 疯狂 抢断 新疆 完胜 上海 连胜 北京 CBA 联赛 比赛 火热 新疆 坐镇 主场 红山 体育馆 迎战 上海队 全场 最高 新疆 轻松 战胜 上海 取得...
433,3,体育 替罪羊 刘炜 嘘声 比赛 季后赛 放弃 无辜 本报讯 田欣欣 国家队 主力 控卫 刘炜 想到 比赛 遭到 主场 球迷 嘘声 全场 球迷 刘炜 事出有因 半...
434,1,财经 基金 大盘 本报讯 敖晓波 股市 上涨 股票 方向 基金 打了个 统计 显示 股票 方向 基金 取得 不错 收益 整体 大盘 整体 大盘 一系列 产业 振...
435,0,科技 有效 像素 佳能 D 套机 佳能 EOS D APS C 感应器 有效 像素 强大 DIGIC 影像 引擎 代理 处理速度 佳能 EOS D 最高 像素 ...
436,4,游戏 手机 网游 女儿国 OL 系统 评测 游戏 基本 信息 游戏 平台 手机游戏 类型 回合制 收费 模式 游戏 免费 道具 收费 体验 资历 女儿国 获奖 ...
437,4,游戏 神契 online 大盘 神契 online 公测 受到 众多 玩家 支持 喜爱 细心 玩家 提出 很多 宝贵 意见 玩家 要求 相应 修正 把握 神契 ...
438,5,娱乐 章子怡 第二部 好莱坞 作品 骑士 北美 上映 艺伎 回忆录 章子怡 接拍 第二部 好莱坞 电影 骑士 经历 了补 拖期 波折 确定 北美 上映 发布 日...
439,3,体育 热火 vs 公牛 赛程 芝加哥 开战 决胜 北京 公牛 大胜 老鹰 取得 常规赛 第一 芝加哥 踏入 决赛 热火 争夺 冠军 总决赛 名额 NBA 第一 ...
440,0,科技 COWON 官方 发布 新品 V5HD 开卖 韩国 COWON 官方 宣布 旗下 最新款 PMP 产品 型号 V5HD 一段 视频 流出 机器 怀疑 CO...
441,5,娱乐 电影 眼球 摄像头 拍摄 纪录片 加拿大 电影 罗布 斯彭斯 计划 技术人员 帮助 摄像头 装入 义眼 拍摄 一部 视角 纪录片 斯彭斯 希望 记录 画面...
442,4,游戏 手机 网游 神域 OL 停运 公告 亲爱 神域 OL 玩家 数字 玩家 倾情 奉献 手机 网游 巨作 神域 OL 二次 封测 关闭 封测 服务器 感谢 广...
443,3,体育 老鹰 MVP 两名 打法 能屠 魔兽 玫瑰 老鹰 变阵 首轮 系列赛 主力 杰森 科林斯 提拔 艾尔 霍福德 史密斯 向下 顺延 比赛 推进 老鹰 基本 ...
444,4,游戏 诛神 online 玩家 大战 公司 诛神 online 玩家 提供 鸣谢 内容 诛神 online 官方 确认 真实性 准确性 第一回 玩游戏 头疼 手...
445,5,娱乐 新片 基德曼 贵妇 造型 曝光 本报讯 歌舞 新片 Nine 意大利 罗马 奥斯卡 影帝 丹尼尔 刘易斯 影后 基德曼 亮相 片场 拍摄 一组 贵妇 造型...
446,4,游戏 武林 OL 隆重 新区 掌上明珠 经典 武侠 题材 手机 网游 武林 OL 隆重 开启 武林 OL 新区 广大 玩家 呈现 武侠 世界 玩家 起跑线 发展...
447,3,体育 调查 罗斯 主场 捧杯 率队 赢球 评价 北京 公牛 主场 击败 老鹰 第二轮 总比分 扳成 新科 MVP 罗斯 带伤 出战 拿下 助攻 篮板 命中率 体...
448,4,游戏 烙印 媲美 PC 网游 传说 手机 网游 不能 媲美 PC 网游 烙印 终结 烙印 九九 乐游 全力 打造 魔幻 题材 MMORPG 手机 网络游戏 产品...
449,5,娱乐 担任 电影节 闭幕式 司仪 娱乐 电影节 官方网站 发布 俄罗斯 戏剧 舞台 银幕 领域 取得 双重 成就 女演员 波特 担任 电影节 闭幕式 主持人 中...
450,1,财经 逝去 诺言 撕毁 基金 投资 契约 世纪 经济 刘建强 投之以 报之以 基金 投资者 人会 持有 基金 变得 面目 宣称 大盘 基金 海南 海药 美邦 服...
451,5,娱乐 混血 七龙珠 发哥 仙人 绿色 票房 伴随 骂声 粉丝 指出 七大 硬伤 好莱坞 动作 大片 龙珠 进化 成都 上映 美国 一个多月 人物 设定 颠覆 日...
452,1,财经 中邮 核心 优选 募集 亿元 低于 预期 商报讯 陈洁 开放 申购 募集 亿多 份额 中邮 核心 优选 基金 工作人员 韩明 透露 预想 要少 中邮 核心...
453,5,娱乐 金融 海啸 拖垮 集资 丹尼尔 忧下 一部 开拍 娱乐 金融 海啸 影响 全球 电影界 波及 丹尼尔 受访 坦承 一集 电影 开拍 铁金刚 量子 杀机 宣...
454,1,财经 神秘 散户 跟随 基金 获利 钱妤 晚报 一位 神秘 散户 跟随 基金 公司 旗下 新中 海南 海药 广州 冷机 股份 四只 个股 流通股东 获利 万元 ...
455,3,体育 十年 定律 公牛 夺冠 罗斯 复制 乔丹 神话 战役 公牛 晋级 决赛 一场 胜利 常规赛 战绩 球队 登顶 历史 答案 乐观 常规赛 MVP 球队 总冠...
456,1,财经 小盘 基金 抢眼 市场 回调 四个 交易日 股指 下跌 接近 三只 型基金 上涨 全部 下跌 市场 转机 交易日 上证综指 涨幅 2.70 截至 上周五 ...
457,4,游戏 宝贝 国度 复活节 复活节 重要 基督徒 复活节 象征 着重 希望 纪念 耶稣基督 钉死 十字架 第三天 复活 日子 复活节 很多 西南 干旱 小小年纪 ...
458,1,财经 股票 方向 基金 整体 大盘 北京 全线 股票 方向 基金 打了个 银河证券 基金 研究 中心 统计数据 显示 股票 平衡 型基金 平均 净值 增长率 2...
459,2,体育 湖人 将士 大战 集体 喜剧 禅师 忘掉 愉快 北京 ESPN 湖人 继续 客场 迎来 小牛 比赛 落后 不能 拿下 一支 横扫 出局 卫冕冠军 大战 湖...
460,4,游戏 online 追失 宝大 金豆 繁华 和平 盛世 之徒 存在 尉迟恭 和秦琼 两位 长安城 国库 两位 当作 门神 供奉 主儿 遇到 几个 小毛 不能 几...
461,0,科技 GB 硬盘 全高清 索尼 XR100E 山东 IT 索尼 XR100E 商家 济南 天虹 万美 售价 索尼 XR100E 索尼 GB 硬盘 高清 摄像机 ...
462,1,财经 基金 误判 错失 赚钱 盛宴 A股 市场 走出 一轮 强势 反弹 行情 截至 上证综指 上涨 30.34 38.49 37.96 A股 强劲 上涨 偏股 ...
463,4,游戏 手游 Android 系统 小奥 游戏城 免费 下载 小奥 经典 游戏 Android 系统 完美 融合 豪华版 金花 麻将 青花 中国象棋 专业版 齐聚...
464,4,游戏 口袋 精灵 五一 活动 震撼 爆发 想要 人品 积累 人品 加入 口袋 精灵 五一节 爆发 人品 活动 参与 活动 丰厚 奖励 玩家 完成 闪光 平原 主...
465,0,科技 支持 光学 防抖 功能 佳能 A2100 佳能 A2100 数码相机 黑色 为主 沉稳 内敛 更具 专业 气质 101.9 63.5 31.9 外观 尺寸...
466,1,财经 基金业 人才 匮乏 凸显 三成 基金 经理 别冶 发自 北京 风雨 十一载 基金 广泛 融入 国民 理财 生活 基金业 基金业 遭遇 人才 瓶颈 基金 人...
467,3,体育 詹姆斯 镁粉 铁律 赢球 北京 第一战 詹姆斯 全能 战士 全场 篮板 助攻 球队 赢球 在场 做出 改变 明显 改变 剪短 头发 剃光 费城 季后赛 开...
468,0,科技 BT 下载 免费 P 忆捷 M880 热卖 忆捷 推出 支持 BT 下载 全能王 高清 播放机 M880 CPU DSP 架构 支持 DTS 环绕 音频 ...
469,2,体育 湖牛战 关键 战术 重要 疯狂 不能 疯狂 北京 湖人 小牛 七番 大战 小牛 战四胜 比赛 胜负 关键 无关 战术 决心 毅力 战胜 逆境 意志 小牛队...
470,1,财经 华山论剑 中国 私募 排座次 上周末 来自 全国 私募 人士 云集 深圳 参加 第三届 私募 高峰论坛 资料 显示 截至 全国 私募 股权 基金 规模 超...
471,4,游戏 天域 OL 红五月 歌唱 比赛 开赛 红色 充满 力量 充满希望 月份 日子 看看 天域 OL GM 小分队 忙活 组织 红五月 歌唱 比赛 活动 奖励 ...
472,4,游戏 手机 网游 九州 OL 奥秘 接触 九州 online 资料片 风云 再起 世界 装备 配以 魔符 带来 惊人 效果 无数 英雄 魔符 可遇 不可 稀有 ...
473,3,体育 数据 劲风 雷霆 单场 加里 纳利 劳森 马丁 共同点 掘金队 五虎 结束 比赛 塞尔吉 伊巴 大帽 伊巴 出栏 猛兽 几分钟 加里 纳利 劳森 单节 盖...
474,3,体育 鲨鱼 降至 季后赛 邓帅 主动权 本报讯 实习生 郭超豪 谷苗 CBA 战罢 一场 争夺 季后赛 席位 关键 比赛 上海 男篮 客场 不敌 排名 联赛 北...
475,3,体育 数据 趣谈 阿杜 魔术师 热火 中锋 另类 纪录 北京 NBA 比赛 比赛 诞生 有趣 数据 凯文 杜兰特 率领 雷霆 战胜 掘金 晋级 杜兰特 年满 N...
476,4,游戏 灵兽 世界 三倍 经验 活动 灵兽 世界 三天 推出 偶数 全服 三倍 经验 活动 偶数 打怪 经验 玩家 把握 升级 海盗 试炼 调整 灵兽 世界 海盗...
477,5,娱乐 斯文 疾病 有利于 演技 发挥 娱乐 斯文 Tilda Swinton 接受 采访 患上 痢疾 电影 发挥 有所 帮助 艰苦 条件 角色 奥斯卡 女演员 ...
478,1,财经 摩根 投资 总监 孙延群 病休 基金 经理 劳症 第一例 曹元 见到 孙延群 颁奖 活动 发言 申请 病休 上海 基金 公司 人士 看到 摩根 基金 管理...
479,4,游戏 手机 网游 天域 灯笼 高高挂 喜庆 爆竹声 声响 吉祥 对联 气氛 天域 OL 世界 热闹 寻鼎 开启 天域 OL 新春 数万 新人 闯关 冲级 力争 ...
480,3,体育 内线 萎靡 烘托 王牌 控卫 指挥官 小威 NBA 季后赛 西区 第二轮 孟菲斯 客场 负于 俄克拉荷马 雷霆 系列赛 双方 战成 输球 康利 抢眼 出战...
481,0,科技 光学 变焦镜头 佳能 IXUS990IS 佳能 IXUS IS 搭载 一枚 2.3 英寸 有效 像素 CCD 感光 元件 光学 变焦 镜头 IS 光学 影...
482,3,体育 洛城 专家 翻盘 一场 胜利 北京 洛杉矶 湖人队 半决赛 落后 洛杉矶 时报 专栏作家 TJ 斯莫斯 失去 信心 相信 杰克逊 能力 带领 球队 走出 ...
483,0,科技 原厂 mm 镜头 尼康 D300S 套机 降价 作者 中关村 陈亮 中关村 数码影像 行情 D300S 秉承 尼康 DX 格式 旗舰 产品 特性 连拍 自...
484,5,娱乐 澳大利亚 遭恶 生硬 芭比 竞报 张暄 被誉为 澳大利亚 澳大利亚 于本周 北美 上映 影后 基德曼 遭遇 恶评 旗袍 样子 美艳 动人 据说 基德曼 称...
485,0,科技 避雷针 USB 宠物 售价 9.99 潮流 数码产品 重要 东西 全世界 用电量 最小 全世界 最省电 全世界 兼容 系统 全世界 防水 防撞 防沙 最强...
486,5,娱乐 终结者 女主角 期待 巩俐 飙戏 娱乐 亚洲 情结 导演 McG 新一集 终结者 启用 韩国 血统 好莱坞 女星 布拉德 扮演 救世军 一位 飞行员 超爱...
487,1,财经 交银 施罗德 签署 首单 QDII 专户 合同 本报讯 交银 施罗德 宣布 多家 客户 沟通 公司 知名企业 签署 首单 QDII 专户 合同 签署 专户...
488,2,体育 加索尔 比赛 对抗 激烈 弟弟 晋级 开心 北京 洛杉矶 湖人 经历 一天 休息 丰田 体育中心 常规 训练 备战 第二轮 比赛 训练 结束 加索尔 接受...
489,1,财经 基金业 成立 首个 慈善 基金会 本报讯 吕佳 获悉 大成 基金 管理 有限公司 发起 设立 基金业 首个 慈善 基金会 广东省 大成 慈善 基金会 成立...
490,4,游戏 赤壁 霸业 游说 喜迎 虎将 赤壁 霸业 美妙 世界 诸葛亮 游说 群儒 游说 口才 众多 武将 臣服于 感受 霸王 征战 顶级 武将 游说 出来 众多 ...
491,3,体育 麦克戴斯 宣布 退役 老兵 两手空空 遗憾 再见 北京 圣安东尼奥 媒体 SA Express News 淘汰 马刺 老将 麦克戴斯 宣布 退役 职业生涯...
492,5,娱乐 灵侠 银幕 预告片 娱乐 狮门 影视 公司 Odd Lot 娱乐 公司 推出 美国 漫画 大师 艾斯纳 Will Eisner 同名 漫画 改变 电影 灵...
493,1,财经 交银 施罗德 基金 经理 配合 基金 猛推 中小板 赵杨 市场 基金 完成 发行 任务 基金 涌现出 独具 特色 基金 产品 基金 经理 配合 产品 推广...
494,4,游戏 文明 II 纠错 BUG 奖励 发布 文明 II 火眼金睛 纠错 BUG 行动 活动 圆满结束 广大 玩家 文明 II 支持 活动 奖品 发出 中奖 玩家...
495,0,科技 尼康 D3000 防抖 套机 原装 中关村 数码影像 行情 尼康 D3000 配有 引导 模式 摄影者 掌握 数码 单反相机 拍摄 功能 用户 友好 界面...
496,3,体育 F4 第一 高薪 垃圾 合同 刀锋战士 消失 风里 波士顿 负于 热火 轮转 最差 梅因 奥尼尔 出赛 篮板 小奥 鲜有 佳作 首轮 尼克斯 火锅 盛宴 ...
497,3,体育 四年 热火 波士顿 韦德 下场 不会 邱星 主场 TD 花园 热火 球员 愿意 四年 品尝 胜利 滋味 热火 波士顿 主场 赢球 四月 热火 客场 艰难 ...
498,2,体育 半决赛 视频 直播表 小牛 vs 湖人 II 热火 NBA 季后赛 东西 半决赛 北京 打响 体育 继续 独家 视频 直播 一场 精彩 赛事 灰熊 雷霆 ...
499,5,娱乐 女王 续集 聚焦 布莱尔 克林顿 对话 尼克松 Frost Nixon 编剧 摩根 Peter Morgan 创作 电视 电影 交易 The Deal 电...
